distance_km,elapsed_time_minutes,total_elevation_gain_meters,is_race
5.195,20.2,120.0,1
4.686,59.95,819.0,0
10.0272,52.86666666666667,65.0,0
6.2591,57.916666666666664,46.0,0
4.5545,59.03333333333333,803.0,0
4.5405,61.31666666666667,801.0,0
10.5405,51.15,164.0,0
14.0168,231.86666666666667,1207.0,0
22.0472,374.9166666666667,2111.0,0
5.9126,25.35,176.0,1
4.564,66.85,820.0,0
4.5825,68.75,799.0,0
5.318,42.766666666666666,820.0,1
6.027100000000001,47.6,874.6,1
8.8064,59.71666666666667,319.9,0
4.886699999999999,70.23333333333333,806.0,0
4.8667,64.08333333333333,809.0,0
6.2677,41.68333333333333,637.0,1
4.8237,63.3,811.0,0
10.049700000000001,47.7,79.0,0
4.7898000000000005,68.93333333333334,802.0,0
4.6386,72.75,818.0,0
4.8118,65.13333333333334,807.0,0
4.8173,62.61666666666667,800.0,0
50.3173,449.01666666666665,3723.0,1
12.778799999999999,461.73333333333335,1287.0,0
4.9782,77.61666666666666,818.0,0
7.8211,100.86666666666666,1932.0,1
6.2835,50.7,985.0,1
4.594399999999999,57.71666666666667,804.0,0
101.53,1425.3833333333334,6238.0,1
4.5967,60.21666666666667,779.0,0
15.1284,441.18333333333334,1122.0,0
10.054799999999998,61.35,358.9,0
10.029399999999999,108.93333333333334,880.0,0
20.0069,406.8333333333333,1481.0,0
31.2532,212.15,2160.0,1
6.0076,30.483333333333334,5.0,0
10.003,45.55,104.0,0
4.5691999999999995,68.06666666666666,782.0,0
8.2529,98.7,790.0,0
23.009900000000002,552.75,2011.0,0
4.1623,89.93333333333334,613.0,0
6.041300000000001,122.58333333333333,553.0,0
8.581,59.31666666666667,854.0,1
6.067699999999999,33.56666666666667,185.6,0
16.1894,141.75,954.1,0
12.382100000000001,316.1333333333333,845.0,0
12.6452,73.41666666666667,860.0,1
20.0536,415.4,2053.0,0
14.0138,97.93333333333334,80.0,0
7.0113,78.76666666666667,522.0,0
12.1569,140.8,801.0,0
11.008700000000001,205.05,990.0,0
18.0442,151.25,548.0,0
17.0441,237.4,1390.8,0
7.8517,89.45,353.0,0
4.6711,61.63333333333333,788.0,0
10.0211,68.35,344.0,0
10.126100000000001,66.56666666666666,445.0,0
2.8401,42.983333333333334,325.0,0
4.8664,72.71666666666667,802.0,0
4.5759,59.68333333333333,786.0,0
10.0499,50.8,105.0,0
10.2054,49.7,106.0,0
10.0816,47.4,113.0,0
4.5552,44.1,780.0,0
4.5592,56.43333333333333,777.0,0
4.5684,60.46666666666667,794.0,0
10.0579,47.416666666666664,90.0,0
4.5956,81.63333333333334,777.0,0
15.0044,223.98333333333332,2360.0,0
17.180799999999998,162.96666666666667,1292.7,0
10.0641,47.266666666666666,212.0,0
12.536,347.03333333333336,941.0,0
22.0305,122.41666666666667,458.0,0
4.825,59.06666666666667,788.0,0
10.0137,53.516666666666666,186.0,0
83.0197,669.8833333333333,3289.3,1
10.0298,47.28333333333333,102.8,0
4.5276000000000005,105.8,365.0,0
4.6342,64.0,783.0,0
26.0319,267.15,2424.0,0
4.8175,59.81666666666667,788.0,0
22.605700000000002,145.16666666666666,1369.0,1
10.025799999999998,48.733333333333334,80.0,0
7.7604,96.83333333333333,623.0,0
16.259700000000002,65.9,167.0,1
2.805,57.583333333333336,321.0,0
59.1124,581.7166666666667,3166.4,0
4.6315,50.13333333333333,783.8,0
8.821299999999999,53.43333333333333,334.0,0
8.7274,61.31666666666667,990.0,1
22.01,369.4,2113.0,0
23.1177,160.63333333333333,537.0,0
4.5408,57.21666666666667,786.0,0
4.3211,58.05,779.0,0
9.0133,59.1,813.0,1
10.0144,46.1,84.1,0
39.1225,513.0666666666667,3667.6,0
10.005799999999999,56.666666666666664,393.8,0
10.007299999999999,46.88333333333333,81.0,0
51.0439,510.28333333333336,2292.0,0
5.0066999999999995,60.733333333333334,780.3,0
8.7929,52.55,303.0,0
14.367299999999998,69.5,210.6,0
23.2126,233.61666666666667,1218.0,0
9.0473,77.51666666666667,880.1,0
26.312,245.65,1333.0,0
12.0443,53.13333333333333,83.4,0
11.335700000000001,88.43333333333334,770.9,0
12.159799999999999,58.46666666666667,265.9,0
4.2476,36.95,67.7,0
8.777899999999999,56.06666666666667,309.0,0
13.1104,64.96666666666667,149.1,0
4.8646,86.73333333333333,801.0,0
13.0692,86.48333333333333,321.0,0
16.0159,96.93333333333334,320.0,0
10.2515,47.166666666666664,90.1,0
12.011,66.2,113.4,0
6.3218000000000005,64.38333333333334,917.3,0
13.173,82.38333333333334,322.0,0
8.91,50.86666666666667,312.0,0
8.0656,72.7,867.0,0
20.013,172.95,928.0,0
21.31,107.7,453.0,0
4.9567,51.333333333333336,778.8,0
8.7035,51.016666666666666,293.0,0
16.128899999999998,94.91666666666667,248.0,0
11.0718,57.45,247.0,0
10.0023,53.333333333333336,139.0,0
13.6135,71.41666666666667,128.6,0
11.1985,52.68333333333333,89.0,0
4.7708,66.53333333333333,810.0,0
17.048599999999997,90.33333333333333,315.0,0
16.006,117.23333333333333,810.0,0
22.2864,238.35,1401.3,0
5.1044,69.53333333333333,825.0,0
21.22,113.03333333333333,476.0,0
11.073799999999999,81.51666666666667,621.0,0
13.139899999999999,300.8,460.0,0
4.2635,47.03333333333333,550.0,0
14.1272,134.83333333333334,1109.0,0
16.0874,153.81666666666666,1015.6,0
7.0169,42.3,228.0,0
4.148899999999999,67.23333333333333,787.0,0
22.0592,108.33333333333333,279.0,0
6.6516,37.31666666666667,136.0,0
6.5718000000000005,89.88333333333334,987.0,0
3.678,48.166666666666664,639.0,0
10.0076,55.2,25.0,0
12.0959,62.61666666666667,125.3,0
5.0577,56.983333333333334,279.8,0
15.4227,270.31666666666666,2209.0,0
15.7785,212.26666666666668,1256.0,0
16.5106,172.13333333333333,1553.0,0
14.151399999999999,76.23333333333333,241.0,0
14.5777,202.61666666666667,1264.0,0
17.1911,142.93333333333334,962.0,0
22.2362,296.65,2009.0,0
16.3618,185.58333333333334,1493.0,0
17.004900000000003,266.8666666666667,1535.0,0
5.448,27.933333333333334,110.0,0
29.021900000000002,329.55,1675.0,0
21.233700000000002,159.1,1342.0,0
10.0146,63.5,85.0,0
28.0136,378.68333333333334,2640.0,0
25.015900000000002,362.26666666666665,2204.0,0
21.2901,143.85,525.0,0
15.3803,110.6,432.0,0
45.2692,484.78333333333336,3549.8,1
10.075899999999999,50.45,99.0,0
28.034200000000002,307.78333333333336,2285.3,0
11.101899999999999,62.68333333333333,93.0,0
25.048299999999998,336.7,2325.0,0
5.2797,69.93333333333334,232.0,0
60.981,873.8,5472.9,1
10.0865,51.2,91.0,0
10.0198,56.35,270.0,0
22.2302,312.03333333333336,2064.6,0
10.0328,51.3,177.0,0
13.0195,67.31666666666666,112.0,0
10.0344,51.2,165.0,0
26.0349,370.46666666666664,2457.3,0
10.0591,54.38333333333333,112.0,0
10.017299999999999,69.7,564.0,0
12.406600000000001,179.15,1306.3,0
10.0677,60.13333333333333,252.0,0
11.0496,60.083333333333336,109.0,0
10.0395,54.1,100.0,0
21.1807,376.3833333333333,1809.0,0
10.3813,54.13333333333333,232.0,0
10.1678,51.5,214.0,0
21.244400000000002,215.25,1599.0,0
15.143799999999999,130.45,1017.0,0
21.2035,236.33333333333334,1697.0,0
10.0074,56.766666666666666,84.0,0
11.244,71.96666666666667,222.0,0
10.039299999999999,61.65,285.0,0
5.028899999999999,40.9,140.0,0
13.0109,92.36666666666666,303.0,0
5.368600000000001,51.86666666666667,315.0,0
12.0663,81.7,363.0,0
10.017700000000001,49.75,171.0,0
15.0631,76.7,348.0,0
10.0107,66.38333333333334,373.0,0
4.553100000000001,53.7,117.0,0
7.03,51.11666666666667,224.0,0
10.0019,49.56666666666667,178.0,0
12.0044,66.96666666666667,250.0,0
11.021600000000001,58.68333333333333,166.0,0
11.3393,62.85,252.0,0
22.0278,170.81666666666666,756.0,0
10.0397,55.15,60.1,0
2.067,23.566666666666666,33.7,0
26.0184,146.48333333333332,340.0,0
23.0192,355.1,1927.0,0
31.0877,483.1166666666667,2015.0,0
15.3199,92.93333333333334,221.0,0
21.1996,131.1,423.0,0
10.0885,68.0,205.0,0
7.54,75.08333333333333,115.0,0
12.0259,66.76666666666667,215.0,0
10.106,57.85,229.0,0
21.1968,126.93333333333334,524.0,0
11.3934,64.85,87.0,0
10.0442,52.25,199.0,0
13.200899999999999,104.38333333333334,810.0,0
10.0135,71.98333333333333,471.2,0
10.0565,52.11666666666667,83.0,0
12.018,69.71666666666667,344.0,0
11.5601,87.43333333333334,570.0,0
22.355,138.76666666666668,582.0,0
15.0396,90.98333333333333,427.0,0
12.071299999999999,61.21666666666667,99.4,0
11.269,58.166666666666664,238.0,0
10.2549,58.53333333333333,228.0,0
10.1008,57.916666666666664,160.0,0
15.248299999999999,217.33333333333334,945.0,0
4.1011999999999995,40.63333333333333,93.1,0
10.1046,52.266666666666666,200.5,0
10.120899999999999,59.03333333333333,210.0,0
13.1134,134.08333333333334,1070.0,0
11.237,68.55,224.0,0
10.0466,51.96666666666667,188.0,0
11.1216,73.15,212.0,0
10.1618,59.78333333333333,211.0,0
5.1896,36.53333333333333,58.4,0
10.0335,53.4,206.8,0
10.0807,55.28333333333333,187.0,0
21.4181,264.3,1624.0,0
10.0174,55.15,199.0,0
3.8947,32.13333333333333,70.0,0
5.3294,34.56666666666667,37.0,0
4.414,33.03333333333333,79.8,0
10.2537,55.38333333333333,183.3,0
10.0283,57.65,215.7,0
5.328399999999999,71.7,112.6,0
10.140600000000001,49.983333333333334,214.0,0
10.141200000000001,56.2,245.0,0
10.433399999999999,54.55,196.0,0
10.1264,53.85,216.6,0
10.0138,55.95,198.0,0
10.0775,53.55,319.0,0
10.237,50.88333333333333,205.0,0
10.481399999999999,54.6,195.0,0
10.1647,45.53333333333333,109.0,0
10.296700000000001,50.13333333333333,126.0,0
10.0846,50.3,192.0,0
5.6998,86.18333333333334,103.0,0
11.045200000000001,61.8,267.0,0
2.7845999999999997,23.5,47.8,0
10.2203,53.11666666666667,223.0,0
11.0455,55.35,220.0,0
10.1172,53.95,215.0,0
21.2318,106.28333333333333,226.0,0
7.3985,57.61666666666667,58.0,0
10.061399999999999,53.93333333333333,233.0,0
22.2804,126.11666666666666,564.0,0
11.2331,57.016666666666666,214.0,0
10.069799999999999,50.5,157.0,0
12.3,68.35,269.0,0
10.2625,55.416666666666664,206.4,0
11.075299999999999,60.25,220.7,0
11.4515,60.61666666666667,298.0,0
10.133299999999998,50.8,239.0,0
11.063799999999999,54.9,88.4,0
10.048200000000001,50.61666666666667,180.2,0
12.0372,60.43333333333333,212.1,0
22.505200000000002,117.05,451.5,0
10.024899999999999,48.81666666666667,151.5,0
12.091899999999999,54.28333333333333,200.2,0
6.168399999999999,61.266666666666666,69.7,0
10.1839,53.0,215.5,0
12.048,63.63333333333333,234.4,0
11.033299999999999,58.13333333333333,177.7,0
10.0691,53.266666666666666,218.6,0
10.3219,52.06666666666667,174.6,0
10.6848,55.416666666666664,110.1,0
10.1853,51.733333333333334,157.7,0
10.031799999999999,49.333333333333336,80.9,0
12.4809,71.51666666666667,276.8,0
10.052700000000002,55.75,88.0,0
11.1299,56.36666666666667,181.0,0
10.1243,54.38333333333333,171.9,0
10.102799999999998,53.916666666666664,115.6,0
11.426200000000001,58.15,256.3,0
10.013,50.63333333333333,81.6,0
11.1609,60.3,80.5,0
3.4623000000000004,20.433333333333334,82.0,0
4.4037,27.766666666666666,86.0,0
3.3749000000000002,30.85,63.0,0
5.094,134.95,31.0,0
10.9519,51.416666666666664,84.0,0
11.1289,55.016666666666666,149.0,0
10.0,49.78333333333333,0.0,0
11.8277,60.81666666666667,100.0,0
44.041199999999996,538.8333333333334,3083.7,0
15.331700000000001,122.31666666666666,1066.8,0
10.0379,56.93333333333333,90.0,0
114.952,1514.5833333333333,8315.3,1
10.0717,47.81666666666667,155.1,0
16.0227,80.4,364.7,0
10.0251,53.7,80.0,0
27.3255,329.53333333333336,2421.0,0
5.087899999999999,64.6,69.0,0
10.097,47.13333333333333,94.1,0
12.088,57.61666666666667,99.7,0
11.111799999999999,55.88333333333333,149.0,0
20.0939,251.68333333333334,2065.7,0
14.082600000000001,70.93333333333334,198.1,0
24.021099999999997,187.55,1339.7,0
13.089799999999999,62.61666666666667,154.0,0
21.0177,263.3833333333333,1924.0,0
10.338700000000001,48.21666666666667,162.0,0
15.0268,77.78333333333333,143.0,0
24.2488,176.15,1098.7,0
36.0503,408.6166666666667,3116.6,0
10.1387,52.88333333333333,157.0,0
10.077,56.25,74.0,0
19.022599999999997,147.8,1214.7,0
10.0618,67.31666666666666,553.0,0
15.121,199.16666666666666,1339.0,0
17.13,106.16666666666667,1009.0,0
11.9988,73.46666666666667,720.0,0
37.0108,378.0833333333333,2397.0,0
11.5,70.0,680.0,0
10.021,77.21666666666667,547.3,0
10.052200000000001,43.416666666666664,128.9,1
20.0078,91.2,343.4,1
22.0813,108.68333333333334,235.3,0
13.0654,62.3,125.6,0
18.0009,137.8,820.6,0
14.072899999999999,75.81666666666666,309.8,0
12.0108,61.25,192.4,0
25.006700000000002,176.08333333333334,903.1,0
6.0622,66.03333333333333,90.5,0
13.0298,70.26666666666667,247.2,0
24.0433,141.03333333333333,521.9,0
10.0157,49.516666666666666,101.2,0
10.0116,48.61666666666667,78.9,0
17.075400000000002,90.55,315.7,0
12.0446,57.88333333333333,211.4,0
10.002,47.083333333333336,142.0,0
21.192,101.95,269.0,0
14.093399999999999,69.83333333333333,152.9,0
11.024,55.88333333333333,219.2,0
1.176,11.266666666666667,15.0,0
4.079,40.21666666666667,72.0,0
12.019,59.983333333333334,149.0,0
26.026,172.08333333333334,752.0,0
45.398,251.13333333333333,488.0,0
11.297799999999999,53.81666666666667,84.1,0
21.141099999999998,106.43333333333334,400.4,0
11.3642,51.2,64.7,0
14.0751,68.16666666666667,113.0,0
30.0359,181.1,782.2,0
10.0275,56.06666666666667,158.7,0
22.1113,111.03333333333333,250.3,0
11.4719,59.05,95.9,0
34.171699999999994,170.23333333333332,669.8,0
22.5045,144.1,594.8,0
30.286099999999998,159.66666666666666,470.0,0
22.118299999999998,116.63333333333334,419.3,0
17.0557,81.88333333333334,146.2,0
15.0199,73.5,191.8,0
12.054799999999998,61.3,281.6,0
6.0968,59.6,81.9,0
25.096,121.71666666666667,177.8,0
23.0307,124.46666666666667,557.5,0
21.2943,113.41666666666667,414.8,0
23.0133,123.75,573.2,0
10.003200000000001,45.666666666666664,138.6,0
10.1067,52.516666666666666,172.7,0
22.5475,110.01666666666667,312.7,0
12.0507,58.9,201.5,0
11.019200000000001,52.7,99.1,0
10.0082,47.25,89.0,0
7.4772,29.016666666666666,127.7,1
15.0997,125.25,1012.8,0
2.1333,16.0,0.0,0
12.011,95.96666666666667,714.0,0
13.1365,84.95,505.0,0
10.173,48.3,95.6,0
13.002,66.6,215.0,0
26.018,300.7,2033.6,0
15.023700000000002,161.08333333333334,907.9,0
39.038,493.71666666666664,3165.0,0
11.283,72.03333333333333,687.0,0
21.132,235.81666666666666,1580.6,0
31.026,376.06666666666666,2494.0,0
24.101,133.78333333333333,642.0,0
8.004,64.63333333333334,119.0,0
14.294,73.8,317.0,0
22.169,117.18333333333334,504.0,0
10.241,47.416666666666664,124.0,0
10.999,56.2,160.0,0
0.2919,1.5166666666666666,4.2,0
3.402,91.4,455.0,0
1.638,64.73333333333333,106.0,0
7.813,68.56666666666666,124.0,0
5.07,69.0,139.0,0
15.666,300.3,1453.1,0
7.331,72.23333333333333,141.0,0
10.006,41.21666666666667,174.5,1
8.635,56.28333333333333,115.0,0
49.652,424.05,3280.0,1
16.295,87.96666666666667,527.0,0
15.025,123.0,691.0,0
31.279,224.2,2083.0,1
10.01,57.63333333333333,421.0,0
16.034,110.51666666666667,791.0,0
3.021,18.783333333333335,44.0,0
36.823,311.35,2247.0,1
15.063,160.95,1567.0,0
2.9369,135.45,145.6,0
10.004,50.31666666666667,156.0,0
94.7007,1050.4,5813.7,1
6.3493,68.63333333333334,532.3,0
2.816,203.7,241.0,0
14.001,124.08333333333333,1006.0,0
15.156,125.15,674.0,0
12.282,182.85,1057.0,0
18.258,135.1,797.0,0
18.168,147.63333333333333,1145.0,0
10.041,144.43333333333334,1046.0,0
18.212,283.45,1932.0,0
22.106,217.53333333333333,1332.0,0
12.003,165.78333333333333,1196.7,0
16.772,114.63333333333334,902.0,1
13.0005,80.51666666666667,416.0,0
52.753,482.6166666666667,3571.0,1
21.328,109.06666666666666,560.0,0
8.573,90.2,886.0,0
10.019,47.61666666666667,108.0,0
9.259,81.53333333333333,644.0,0
7.201,66.43333333333334,673.0,0
24.009,123.53333333333333,477.0,0
15.045,73.13333333333334,304.0,0
18.13,135.06666666666666,1006.0,0
16.227,152.25,1094.0,0
12.21,60.083333333333336,253.0,0
13.024,72.58333333333333,465.0,0
5.222,60.38333333333333,277.0,0
3.856,17.133333333333333,2.0,0
3.471,27.65,512.0,1
7.6507,61.96666666666667,103.6,0
24.047,310.25,2060.4,0
21.209,88.73333333333333,189.0,0
0.561,3.9166666666666665,5.0,0
41.06,504.96666666666664,3242.0,0
17.009,129.96666666666667,1086.0,0
13.523,73.06666666666666,494.0,0
10.076,76.23333333333333,201.6,0
17.02,108.85,878.0,0
16.117,112.56666666666666,710.2,0
32.226,392.31666666666666,2919.0,0
14.056,67.38333333333334,177.0,0
10.212,51.86666666666667,176.0,0
12.037,58.516666666666666,176.0,0
22.03,128.91666666666666,1226.0,0
42.516,506.6166666666667,2772.0,0
15.358,74.91666666666667,317.0,0
11.096,55.983333333333334,190.0,0
31.099,269.65,1863.0,0
25.2121,136.38333333333333,549.3,0
3.557,28.933333333333334,41.0,0
12.1853,64.56666666666666,278.6,0
27.034,189.01666666666668,1106.0,0
10.1844,47.016666666666666,138.7,0
23.1959,122.23333333333333,588.5,0
12.2405,63.21666666666667,132.0,0
15.469,102.66666666666667,732.0,0
11.5475,81.16666666666667,516.1,0
17.635,99.16666666666667,438.0,0
15.432,82.46666666666667,393.0,0
12.02,56.78333333333333,145.0,0
10.515,69.46666666666667,517.0,0
13.29,67.73333333333333,290.6,0
15.421700000000001,91.11666666666666,460.3,0
22.107,123.88333333333334,517.0,0
11.996,98.63333333333334,464.4,0
8.465,40.166666666666664,124.0,0
5.553,25.083333333333332,128.0,0
16.047,123.11666666666666,805.0,0
17.0363,94.95,370.0,0
15.441,90.45,418.4,0
10.6046,54.86666666666667,101.0,0
11.648700000000002,60.46666666666667,139.0,0
5.0092,21.533333333333335,78.9,0
10.2364,49.96666666666667,117.0,0
22.0149,298.01666666666665,2163.7,0
21.254900000000003,380.45,1436.0,0
7.726100000000001,86.91666666666667,695.0,0
15.0265,113.0,410.0,0
13.885299999999999,67.31666666666666,255.0,0
10.0006,42.61666666666667,261.8,1
7.543100000000001,35.083333333333336,118.1,0
58.4176,528.85,3422.0,1
21.2415,112.81666666666666,552.0,0
21.3418,187.41666666666666,1331.0,0
14.0952,120.86666666666666,935.0,0
15.600700000000002,108.58333333333333,762.0,0
15.2488,97.46666666666667,407.0,0
12.082799999999999,255.45,803.0,0
21.635,215.95,838.0,0
14.0771,72.73333333333333,279.0,0
11.9,284.78333333333336,1495.6,0
18.1676,149.58333333333334,747.0,0
13.572899999999999,78.15,434.0,0
18.771099999999997,203.25,950.0,0
18.1081,179.48333333333332,1291.0,0
22.405,125.38333333333334,453.0,0
19.737299999999998,160.8,480.0,0
8.6285,59.56666666666667,162.0,0
12.043899999999999,57.666666666666664,180.0,0
19.2254,122.93333333333334,330.0,0
16.0572,204.28333333333333,1513.0,0
18.0356,176.48333333333332,1192.0,0
11.515,62.233333333333334,230.0,0
86.4174,1029.05,5330.1,1
15.0289,81.65,256.0,0
25.7067,139.7,537.0,0
15.5916,95.23333333333333,431.0,0
22.111,116.6,429.0,0
19.034299999999998,128.93333333333334,1000.0,0
21.8406,118.18333333333334,442.0,0
11.6807,70.51666666666667,288.0,0
10.4791,58.166666666666664,200.0,0
14.1041,73.71666666666667,273.5,0
45.7737,308.0,1653.7,1
20.200599999999998,116.68333333333334,518.4,0
26.3696,183.51666666666668,989.2,0
13.764299999999999,100.96666666666667,688.3,0
17.31,110.68333333333334,1010.4,0
22.561400000000003,131.21666666666667,756.7,0
13.8892,129.96666666666667,932.2,0
17.4508,91.63333333333334,415.9,0
15.6281,117.98333333333333,1035.0,0
23.2804,132.85,721.8,0
30.648799999999998,155.25,569.8,0
15.8427,100.31666666666666,416.0,0
30.2115,160.71666666666667,491.1,0
24.4403,137.26666666666668,551.9,0
24.2164,126.9,487.9,0
10.6464,72.05,369.4,0
21.629099999999998,116.95,423.6,0
10.7316,55.5,80.7,0
17.5035,96.83333333333333,416.0,0
